Feature1	Feature2	Cluster_Label
951	2
952	0
953	2
954	2
955	1
956	0
957	0
958	5
959	1
960	2
961	0
962	0
963	5
964	5
965	3
966	0
967	0
968	4
969	0
970	0
971	5
972	0
973	0
974	4
975	0
976	4
977	1
978	5
979	3
980	1
981	3
982	5
983	1
984	2
985	0
986	0
987	0
988	2
989	0
990	0
991	4
992	5
993	4
994	1
995	3
996	0
997	5
998	0
999	3
1000	0
1001	5
1002	5
1003	4
1004	0
1005	5
1006	0
1007	5
1008	4
1009	0
1010	5
1011	5
1012	4
1013	3
1014	2
1015	2
1016	5
1017	0
1018	2
1019	0
1020	3
1021	4
1022	0
1023	5
1024	0
1025	0
1026	3
1027	0
1028	4
1029	0
1030	5
1031	5
1032	5
1033	4
1034	0
1035	2
1036	0
1037	5
1038	0
1039	0
1040	1
1041	0
1042	0
1043	1
1044	3
1045	2
1046	0
1047	5
1048	0
1049	0
1050	0
1051	4
1052	5
1053	5
1054	0
1055	5
1056	5
1057	5
1058	0
1059	0
1060	3
1061	4
1062	5
1063	0
1064	5
1065	1
1066	5
1067	2
1068	0
1069	0
1070	3
1071	5
1072	3
1073	5
1074	0
1075	3
1076	5
1077	0
1078	2
1079	5
1080	0
1081	5
1082	0
1083	0
1084	0
1085	0
1086	3
1087	4
1088	5
1089	0
1090	5
1091	0
1092	0
1093	0
1094	4
1095	1
1096	0
1097	5
1098	0
1099	0
1100	2
1101	0
1102	4
1103	0
1104	5
1105	4
1106	0
1107	3
1108	5
1109	5
1110	1
1111	2
1112	2
1113	3
1114	2
1115	4
1116	4
1117	0
1118	0
1119	2
1120	4
1121	3
1122	5
1123	5
1124	0
1125	2
1126	4
1127	0
1128	3
1129	2
1130	5
1131	5
1132	5
1133	2
1134	2
1135	5
1136	5
1137	1
1138	1
1139	5
1140	0
1141	0
1142	0
1143	0
1144	5
1145	4
1146	0
1147	4
1148	5
1149	0
1150	4
1151	3
1152	2
1153	5
1154	5
1155	1
1156	2
1157	5
1158	5
1159	0
1160	5
1161	5
1162	2
1163	5
1164	0
1165	0
1166	0
1167	2
1168	5
1169	5
1170	1
1171	5
1172	2
1173	0
1174	1
1175	0
1176	3
1177	5
1178	5
1179	1
1180	5
1181	0
1182	4
1183	5
1184	5
1185	0
1186	0
1187	2
1188	5
1189	1
1190	0
1191	0
1192	0
1193	2
1194	4
1195	5
1196	5
1197	0
1198	2
1199	0
1200	5
1201	4
1202	2
1203	3
1204	4
1205	4
1206	0
1207	0
1208	5
1209	5
1210	0
1211	5
1212	2
1213	0
1214	0
1215	2
1216	0
1217	2
1218	0
1219	0
1220	2
1221	5
1222	3
1223	5
1224	5
1225	2
1226	0
1227	5
1228	2
1229	2
1230	5
1231	0
1232	4
1233	5
1234	0
1235	5
1236	4
1237	0
1238	4
1239	1
1240	5
1241	4
1242	0
1243	5
1244	0
1245	5
1246	0
1247	0
1248	5
1249	3
1250	0
1251	5
1252	5
1253	2
1254	4
1255	5
1256	0
1257	5
1258	0
1259	0
1260	2
1261	0
1262	4
1263	2
1264	5
1265	3
1266	5
1267	3
1268	3
1269	0
1270	2
1271	0
1272	5
1273	3
1274	5
1275	0
1276	0
1277	3
1278	3
1279	3
1280	3
1281	0
1282	0
1283	0
1284	0
1285	1
1286	0
1287	1
1288	5
1289	0
1290	0
1291	5
1292	4
1293	5
1294	2
1295	3
1296	5
1297	5
1298	5
1299	1
1300	4
1301	2
1302	1
1303	0
1304	2
1305	5
1306	5
1307	0
1308	4
1309	2
1310	5
1311	5
1312	1
1313	3
1314	3
1315	2
1316	5
1317	1
1318	0
1319	5
1320	5
1321	5
1322	2
1323	0
1324	5
1325	0
1326	2
1327	5
1328	0
1329	2
1330	1
1331	1
1332	3
1333	0
1334	0
1335	1
1336	0
1337	5
1338	4
1339	4
1340	2
1341	0
1342	5
1343	0
1344	1
1345	0
1346	2
1347	3
1348	3
1349	5
1350	5
1351	0
1352	4
1353	5
1354	5
1355	3
1356	3
1357	0
1358	5
1359	0
1360	5
1361	3
1362	1
1363	5
1364	1
1365	1
1366	2
1367	3
1368	0
1369	5
1370	2
1371	2
1372	5
1373	0
1374	5
1375	5
1376	2
1377	0
1378	4
1379	1
1380	0
1381	5
1382	5
1383	5
1384	0
1385	0
1386	0
1387	0
1388	4
1389	1
1390	1
1391	5
1392	5
1393	0
1394	3
1395	5
1396	1
1397	5
1398	4
1399	4
1400	4
1401	1
1402	0
1403	2
1404	1
1405	2
1406	5
1407	4
1408	1
1409	2
1410	0
1411	5
1412	5
1413	2
1414	3
1415	1
1416	0
1417	1
1418	5
1419	0
1420	2
1421	1
1422	5
1423	5
1424	0
1425	4
1426	0
1427	1
1428	0
1429	5
1430	0
1431	0
1432	0
1433	5
1434	3
1435	0
1436	1
1437	4
1438	0
1439	0
1440	5
1441	0
1442	5
1443	3
1444	3
1445	2
1446	4
1447	0
1448	5
1449	5
1450	5
1451	5
1452	2
1453	1
1454	4
1455	5
1456	4
1457	5
1458	0
1459	0
1460	0
1461	5
1462	4
1463	5
1464	0
1465	1
1466	0
1467	3
1468	0
1469	0
1470	4
1471	0
1472	5
1473	4
1474	0
1475	0
1476	1
1477	0
1478	3
1479	0
1480	4
1481	4
1482	5
1483	5
1484	0
1485	4
1486	4
1487	2
1488	0
1489	5
1490	0
1491	3
1492	0
1493	0
1494	0
1495	0
1496	0
1497	5
1498	2
1499	4
1500	3
